StockCode,Name,Description,Price
2079,Nitrobike,"Action,Racing / Driving,Sports",14.95
2080,Culdcept Saga,Strategy,17.95
2081,Facebreaker,Sports,14.95
2082,MLB Power Pros 2008,Sports,22.95
2083,Mushroom Men: The Spore Wars,Action,17.95
2084,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing (RPG),29.95
2085,Ninjatown,Strategy,19.95
2086,Super Dodgeball Brawlers,"Action,Sports",19.95
2087,Dokapon Kingdom,"Role-Playing (RPG),Strategy",17.95
2088,Alone in the Dark,"Action,Adventure,Racing / Driving",14.95
2089,NBA 09: The Inside,Sports,14.95
2090,Sega Superstars Tennis,Sports,16.95
2091,Baja: Edge of Control,"Racing / Driving,Simulation,Sports",16.95
2092,Destroy All Humans! Big Willy Unleashed,Adventure,17.95
2093,Space Invaders Extreme,Action,16.95
2094,Ultimate Band,"Action,Simulation",14.95
2095,The Club,Action,14.95
2096,Madagascar: Escape 2 Africa,Action,24.95
2097,NBA Ballers: Chosen One,Sports,14.95
2098,Dream Pinball 3D,Simulation,16.95
2099,Madagascar: Escape 2 Africa,Action,19.95
2100,Pro Evolution Soccer 2008,Sports,17.95
2101,Avalon Code,"Action,Adventure,Role-Playing (RPG)",27.95
2102,Disgaea DS,"Role-Playing (RPG),Strategy",24.95
2103,Guitar Rock Tour,Simulation,13.95
2104,Lost in Blue 3,Role-Playing (RPG),17.95
2105,Syberia,Adventure,23.95
2106,Afrika,"Adventure,Simulation",47.95
2107,NFL Head Coach 09,"Simulation,Sports,Strategy",14.95
2108,NHL 2K9,Sports,14.95
2109,Brothers in Arms: Double Time,"Action,Strategy",17.95
2110,ObsCure: The Aftermath,Action,16.95
2111,MotoGP 08,"Racing / Driving,Simulation,Sports",16.95
2112,NFL Head Coach 09,"Simulation,Sports,Strategy",12.95
2113,NFL Tour,"Action,Sports",12.95
2114,Pinball Hall of Fame: The Williams Collection,Simulation,17.95
2115,Baja: Edge of Control,"Racing / Driving,Simulation,Sports",17.95
2116,NFL Tour,"Action,Sports",14.95
2117,Wall-E,Action,17.95
2118,Ninja Reflex,Action,14.95
2119,Conflict: Denied Ops,Action,12.95
2120,Top Spin 3,Sports,19.95
2121,Blitz: The League II,"Action,Sports",14.95
2122,Hellboy: The Science of Evil,"Action,Adventure",16.95
2123,Castlevania Judgment,Action,17.95
2124,Death Jr. II: Root of Evil,Action,17.95
2125,Raiden IV,Action,32.95
2126,Metal Slug 7,Action,17.95
2127,Spider-Man: Web of Shadows,Action,15.95
2128,Trauma Center: Under The Knife 2,"Action,Simulation",19.95
2129,Fracture,Action,14.95
2130,Alone in the Dark,"Action,Adventure,Racing / Driving",14.95
2131,Final Fantasy Fables: Chocobo's Dungeon,"Action,Role-Playing (RPG)",17.95
2132,The King of Fighters Collection: The Orochi Saga,Action,17.95
2133,Klonoa: Door to Phantomile,Action,17.95
2134,Samurai Warriors: Katana,Action,17.95
2135,Battle of the Bands,"Action,Simulation",14.95
2136,Hellboy: The Science of Evil,"Action,Adventure",14.95
2137,Dragon Ball: Origins,"Action,Adventure",15.95
2138,Ninja Reflex,Action,12.95
2139,Space Bust-A-Move,Strategy,17.95
2140,Top Spin 3,Sports,24.95
2141,UEFA Euro 2008,Sports,17.95
2142,"Blast Works: Build, Trade, Destroy",Action,14.95
2143,FIFA Street 3,Sports,14.95
2144,Blitz: The League II,"Action,Sports",12.95
2145,Space Chimps,"Action,Adventure",14.95
2146,The Spiderwick Chronicles,"Action,Adventure",14.95
2147,Etrian Odyssey II: Heroes of Lagaard,Role-Playing (RPG),24.95
2148,Line Rider 2: Unbound,"Simulation,Sports",8.95
2149,The King of Fighters Collection: The Orochi Saga,Action,17.95
2150,Target: Terror,Action,17.95
2151,Legendary,Action,17.95
2152,Universe at War: Earth Assault,"Action,Strategy",14.95
2153,Smash Court Tennis 3,"Simulation,Sports",14.95
2154,Code Lyoko: Fall of X.A.N.A,"Action,Role-Playing (RPG)",14.95
2155,Knights in the Nightmare,"Role-Playing (RPG),Strategy",29.95
2156,Lock's Quest,"Action,Adventure,Strategy",14.95
2157,Master of the Monster Lair,Role-Playing (RPG),14.95
2158,N+,Action,14.95
2159,Pipe Mania,Strategy,14.95
2160,The Spiderwick Chronicles,Role-Playing (RPG),12.95
2161,Summon Night: Twin Age,Role-Playing (RPG),24.95
2162,Wild Arms XF,Role-Playing (RPG),17.95
2163,FIFA Street 3,Sports,17.95
2164,MotoGP 08,"Racing / Driving,Simulation,Sports",17.95
2165,Harvey Birdman: Attorney at Law,Adventure,14.95
2166,Let's Tap,Simulation,17.95
2167,NHL 2K9,Sports,14.95
2168,Conflict: Denied Ops,Action,17.95
2169,Worms: A Space Oddity,"Action,Strategy",17.95
2170,UEFA Euro 2008,Sports,14.95
2171,Overlord: Raising Hell,"Action,Strategy",17.95
2172,Battle Fantasia,"Action,Role-Playing (RPG)",22.95
2173,Bangai-O Spirits,Action,14.95
2174,Dungeon Explorer: Warriors of Ancient Arts,"Action,Role-Playing (RPG)",17.95
2175,From the Abyss,"Action,Role-Playing (RPG)",19.95
2176,New International Track & Field,"Action,Sports",14.95
2177,Soul Bubbles,Strategy,14.95
2178,Tropix!,Action,23.95
2179,Unsolved Crimes,"Action,Adventure,Racing / Driving",17.95
2180,Zubo,"Adventure,Role-Playing (RPG),Strategy",14.95
2181,Ford Racing Off Road,Racing / Driving,12.95
2182,Harvey Birdman: Attorney at Law,Adventure,14.95
2183,Secret Agent Clank,Action,23.95
2184,Space Invaders Extreme,Action,16.95
2185,Armored Core: For Answer,Action,29.95
2186,Legendary,Action,19.95
2187,Agatha Christie: Evil Under the Sun,Adventure,17.95
2188,Agatha Christie: And Then There Were None,Adventure,17.95
2189,Armored Core: For Answer,Action,24.95
2190,Cradle of Rome,Strategy,17.95
2191,The Dark Spire,"Adventure,Role-Playing (RPG)",24.95
2192,"Flower, Sun and Rain",Adventure,23.95
2193,Insecticide,"Action,Adventure",12.95
2194,Izuna 2: The Unemployed Ninja Returns,Role-Playing (RPG),17.95
2195,Looney Tunes: Cartoon Conductor,Action,13.95
2196,Nanostray 2,Action,12.95
2197,Hellboy: The Science of Evil,Action,14.95
2198,Pipe Mania,Strategy,12.95
2199,UEFA Euro 2008,Sports,19.95
2200,Vampire Rain,Action,24.95
2201,Baroque,"Action,Role-Playing (RPG)",19.95
2202,Supreme Commander,Strategy,17.95
2203,Hail to the Chimp,"Action,Strategy",16.95
2204,Assassin's Creed: Altar's Chronicles,Action,11.95
2205,The Legend of Kage 2,Action,14.95
2206,Rhapsody: A Musical Adventure,Role-Playing (RPG),12.95
2207,Secret Files: Tunguska,Adventure,17.95
2208,Fading Shadows,"Action,Adventure",17.95
2209,Hail to the Chimp,"Action,Strategy",15.95
2210,Secret Files: Tunguska,Adventure,17.95
2211,Chicken Hunter,Action,17.95
